code,packaging,found,PETE,PET,HDPE,PEHD,PVC,LDPE,PEBD,PP,PS,PC,OTHER,♳,U+2673,♴,U+2674,♵,U+2675,♶,U+2676,♷,U+2677,♸,U+2678,♹,U+2679
3560070572922,"Frais,Bouteille,Bouchon,Plastique 02 (PEHD), bouteille plastique","PEHD, ",-1,-1,-1,38,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3560070726653,"Frais,Bouteille,Plastique 02 (HDPE),Film plastique,Opercule,Etui,Carton","HDPE, ",-1,-1,30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3560070790791,Bouteille PET,"PET, ",-1,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3560070814916,"Frais,Barquette,Plastique 05 (PP),Opercule,Couvercle,Plastique,Sous atmosphère protectrice","PP, ",-1,-1,-1,-1,-1,-1,-1,30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3560070815883,"Bouteille,Plastique 1 (PET),Bouchon,Plastique","PET, ",-1,23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3560070824441,"Bouteille,Plastique 1 (PETE),Bouchon,plastique","PETE, PET, ",23,23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3560070891917,"Frais,Boîte,Plastique 05 (PP),Plastique 05,Etui,Carton","PP, ",-1,-1,-1,-1,-1,-1,-1,26,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3560071008994,"bouteille,PET","PET, ",-1,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3560071081386,Bouteille PET,"PET, ",-1,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3564700000175,"Surgelé,Opercule plastique à jeter : Erroné,Film plastique 05 (PP),Barquette carton vidée et étui carton à recycler,Ouverture facile","PP, ",-1,-1,-1,-1,-1,-1,-1,63,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3564700000762,"Carton,plastique,PP,05,♷","PP, ♷, ",-1,-1,-1,-1,-1,-1,-1,17,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,23,-1,-1,-1,-1,-1
3564700371107,"bouteille,plastique,Bouteille plastique et son boucon à recycler,PET 01","PET, ",-1,65,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3564700432761,"Plastique,Carton,Blister,Etui,Boite,PCB","PC, ",-1,-1,-1,-1,-1,-1,-1,-1,-1,36,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3564700438268,"Frais,Pot,Couvercle,Plastique 5 (PP),Opercule,Métal","PP, ",-1,-1,-1,-1,-1,-1,-1,33,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3564700616741,"Flacon,Plastique 01 (PET),Plastique 01,Bouchon,Plastique 05 (PP),Plastique 05,Film plastique autour du bouchon,flacon","PET, PP, ",-1,21,-1,-1,-1,-1,-1,61,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3564700646359,"Boîte métal à recycler,Conserve,Couvercle ouverture facile,Boîte et couvercle plastique à jeter,Boîte Plastique 05 (PP),Couvercle plastique,Sachet papier","PP, ",-1,-1,-1,-1,-1,-1,-1,116,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3576560004002,"Frais,Boîte,Carton,Barquette,Plastique 05 (PP),Couvercle,Opercule,Plastique","PP, ",-1,-1,-1,-1,-1,-1,-1,43,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3588400251149,"Sachet,plastique,5,PP","PP, ",-1,-1,-1,-1,-1,-1,-1,19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3588400252870,"en:PP 5,en:Green dot,en:Tidyman wastebasket,en:Food safe","PP, ",-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3592020009738,"sachet,plastique,PP,05","PP, ",-1,-1,-1,-1,-1,-1,-1,17,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3596710035915,"Barquette,Frais,Plastique,05,PP,Polypropylène,barquette,♷","PP, ♷, ",-1,-1,-1,-1,-1,-1,-1,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,56,-1,-1,-1,-1,-1
3596710258345,"Frais,Pot et opercule plastique à jeter,Plastique 05 (PP),Etui carton à recycler","PP, ",-1,-1,-1,-1,-1,-1,-1,54,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3596710307005,"frais,plastique,5,PP","PP, ",-1,-1,-1,-1,-1,-1,-1,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3596710331628,"Frais,Bouteille plastique et son bouchon à recycler,Bouteille,Plastique 01 (PET),Bouchon,Plastique 02 (PEHD)","PET, PEHD, ",-1,76,-1,103,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3596710363926,"Bouteille plastique 01 (PET),Bouchon,Plastique","PET, ",-1,24,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3596710377923,"Surgelé,bac,plastique,05,PP,♷","PP, ♷, ",-1,-1,-1,-1,-1,-1,-1,25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,28,-1,-1,-1,-1,-1
3596710405336,"Bouteille plastique et son bouchon - opercule métal à recycler,Film plastique à jeter,Bouteille,Plastique 2 (PEHD),Bouchon,Plastique 5 (PP),bouteille plastique et son bouchon - opercule métal à recycler","PEHD, PP, ",-1,-1,-1,109,-1,-1,-1,136,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3596710405343,"Bouteille plastique et son bouchon - opercule métal à recycler,Film plastique à jeter,Bouteille,Plastique 2 (PEHD),Bouchon,Plastique 5 (PP)","PEHD, PP, ",-1,-1,-1,109,-1,-1,-1,136,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3596710416684,"Frais,Pot plastique et opercule à jeter,Etui carton à recycler,Pot,Plastique 05 (PP)","PP, ",-1,-1,-1,-1,-1,-1,-1,81,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3596710434626,"Bouteille,Plastique,♴","♴, ",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3596710444656,"Plastique,Frais,05,PP,♷","PP, ♷, ",-1,-1,-1,-1,-1,-1,-1,19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22,-1,-1,-1,-1,-1
3596710444984,"frais,plastique,5,PP","PP, ",-1,-1,-1,-1,-1,-1,-1,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
36061143,"Sachet plastique,Plastique 04 (LDPE)","LDPE, ",-1,-1,-1,-1,-1,31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3608580004110,"Carton,Pot individuel,Plastique,Opercule,Aluminium,05,Polypropylène,PP,♷","PP, ♷, ",-1,-1,-1,-1,-1,-1,-1,68,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,71,-1,-1,-1,-1,-1
3608580739838,"Frais,Pot plastique à jeter,Plastique 05 (PP),Opercule métal et étui carton à recycler","PP, ",-1,-1,-1,-1,-1,-1,-1,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3608580766124,"Frais,Pot plastique à jeter,Plastique 05 (PP),Opercule métal et étui carton à recycler","PP, ",-1,-1,-1,-1,-1,-1,-1,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3608580845898,bouteille PET,"PET, ",-1,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3613460000045,"Barquette,Plastique 05 (PP),Plastique 05,Sachet plastique","PP, ",-1,-1,-1,-1,-1,-1,-1,24,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3613460003640,"Barquette,Film,Plastique,Barquette:plastique:PP 5","PP, ",-1,-1,-1,-1,-1,-1,-1,45,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3660005104607,"bouteille plastique, PET","PET, ",-1,21,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3660140886550,"Barquette,Plastique 01 (PET),Plastique 01,Sachet plastique,Sachets individuels","PET, ",-1,24,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3661974000082,"01 PET,PET,01,♳","PET, ♳, ",-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3664320011510,"bouteille,plastique,PET","PET, ",-1,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3700088900076,"bouteille,PET,plastique","PET, ",-1,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3700123300748,"Carton,Bouteille,Plastique,PET","PET, ",-1,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3700311865462,Barquette PET filmée,"PET, ",-1,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3700912300157,"Frais,Barquette PVC,Opercule film plastique,Conditionné sous atmosphère protectrice","PVC, ",-1,-1,-1,-1,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3701002400085,"pot plastique (PP),carton","PP, ",-1,-1,-1,-1,-1,-1,-1,15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3701008802289,Barquette PET,"PET, ",-1,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3760010130186,"Boite,carton,PCB,SPCB,Bouteille,Verre","PC, ",-1,-1,-1,-1,-1,-1,-1,-1,-1,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3760010130667,"Pack,Carton,PCB,SPCB,Bouteille,Verre","PC, ",-1,-1,-1,-1,-1,-1,-1,-1,-1,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3760024684361,"Barquette,Plastique,♷","♷, ",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,-1,-1,-1,-1,-1
3760024686877,"Barquette,Plastique,♸","♸, ",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,-1,-1,-1
3760038600197,"sachet,plastique,05,PP","PP, ",-1,-1,-1,-1,-1,-1,-1,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3760045775055,"plastique,PS,blister","PS, ",-1,-1,-1,-1,-1,-1,-1,-1,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3760066411031,"sachet,plastique,PETE,1","PETE, PET, ",17,17,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3760091870018,"Bouteille,PET recyclé","PET, ",-1,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3760091870025,"Bouteille,PET recylé et 100% recyclable","PET, ",-1,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3760091870148,"Bouteille,PET recyclé et 100% recyclable","PET, ",-1,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3760091870537,"Boite,PET recyclé 100% recyclable","PET, ",-1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3760115150003,"Flacon plastique transparent PET,Bouchon plastique","PET, ",-1,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3760122960961,"Frais,Pot,Couvercle,Plastique,05,PP","PP, ",-1,-1,-1,-1,-1,-1,-1,33,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3760122965805,"Bouteille,Plastique,PET,Frais,Flash pasteurisé,♳","PET, ♳, ",-1,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,47,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3760137966453,"Bidon,plastique,PET,♳","PET, ♳, ",-1,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3760150471309,"Boîte,Plastique 6 (PS),Carton","PS, ",-1,-1,-1,-1,-1,-1,-1,-1,19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3760168950643,"Plastique,PP 05","PP, ",-1,-1,-1,-1,-1,-1,-1,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3760205597770,"Bouteille,Plastique,PET,♳","PET, ♳, ",-1,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,24,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3760247050288,"Bouteille,Plastique,1 PET","PET, ",-1,22,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3760247051780,"Bouteille,plastique,1,PET","PET, ",-1,22,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3760247052558,"bouteille,plastique,1,PET,frais","PET, ",-1,22,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3760247830712,"Film plastique,Barquette PET 1,Verre fourchette","PET, ",-1,25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3760261003024,04 LDPE,"LDPE, ",-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3770006565168,"Verre,PET,Plastique,♳","PET, ♳, ",-1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3800020403631,5 PP,"PP, ",-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3800020432266,"Kunststoff,PP,♷","PP, ♷, ",-1,-1,-1,-1,-1,-1,-1,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14,-1,-1,-1,-1,-1
3800020444580,"Plastique,sachet,♹","♹, ",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,-1
3800048135569,"Plastic,Bag,05 PP","PP, ",-1,-1,-1,-1,-1,-1,-1,15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3800061604264,"sachet,plastique,05,PP","PP, ",-1,-1,-1,-1,-1,-1,-1,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3800102719063,"sachet,plastique,PP","PP, ",-1,-1,-1,-1,-1,-1,-1,17,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3800143002292,"plastic,shrink wrap,LDPE","LDPE, ",-1,-1,-1,-1,-1,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3800205875109,"Plastic,Bag,05 PP,♷","PP, ♷, ",-1,-1,-1,-1,-1,-1,-1,15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18,-1,-1,-1,-1,-1
3800205875604,"Plastic,Bag,05,PP","PP, ",-1,-1,-1,-1,-1,-1,-1,15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3800225475747,5 PP,"PP, ",-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3800225477895,"Plastique,PP,Tidyman wastebasket,♷","PP, ♷, ",-1,-1,-1,-1,-1,-1,-1,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,33,-1,-1,-1,-1,-1
3830023481237,"PP, HDPE","HDPE, ",-1,-1,4,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3838471032537,"PP 5,HDPE 2","HDPE, ",-1,-1,5,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3844935112615,"Barquette plastique,PS 6","PS, ",-1,-1,-1,-1,-1,-1,-1,-1,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3850104273865,"Glass,03 PVC","PVC, ",-1,-1,-1,-1,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3850108023190,"Plastic,Bottle,03 PVC","PVC, ",-1,-1,-1,-1,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3856014117886,"05 PP,21 PAP,Tidyman,Green Dot,Food safe,Recycle","PP, ",-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3858884602349,"Plastic,Bottle,01 PET,03 PVC","PET, PVC, ",-1,18,-1,-1,25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3858890176759,"Plastic,05 PP,♷","PP, ♷, ",-1,-1,-1,-1,-1,-1,-1,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14,-1,-1,-1,-1,-1
3858890178678,"Plastic,90 C/LDPE,02 HDPE","HDPE, LDPE, ",-1,-1,21,-1,-1,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3859888532465,"plastic,bag,PP,♷","PP, ♷, ",-1,-1,-1,-1,-1,-1,-1,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15,-1,-1,-1,-1,-1
3859888532489,"plastic,bag,PP,♷","PP, ♷, ",-1,-1,-1,-1,-1,-1,-1,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15,-1,-1,-1,-1,-1
3859888532502,"Plastic,Bag,PP,♷","PP, ♷, ",-1,-1,-1,-1,-1,-1,-1,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15,-1,-1,-1,-1,-1
3859888532519,"plastic,bag,PP,♷","PP, ♷, ",-1,-1,-1,-1,-1,-1,-1,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15,-1,-1,-1,-1,-1
4000186032204,"05 PP,♷","PP, ♷, ",-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,-1
4000281208504,"Kunststoff,05 PP","PP, ",-1,-1,-1,-1,-1,-1,-1,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4000286000127,"PET,♳","♳, ",-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4000349239822,"PP,♷","♷, ",-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1
4000358051217,"Kunststoff,05 PP,♷","PP, ♷, ",-1,-1,-1,-1,-1,-1,-1,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,-1,-1,-1,-1,-1
4000358051514,"Kunststoff,05 PP,♷","PP, ♷, ",-1,-1,-1,-1,-1,-1,-1,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,-1,-1,-1,-1,-1
4000398152004,"05 PP,♷,Kunststoff","PP, ♷, ",-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,-1
4000398152066,"05 PP,♷","PP, ♷, ",-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,-1
4000398152264,"PP,♷","♷, ",-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1
4000398259109,"05 PP,♷","PP, ♷, ",-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,-1
4000400002174,"05 PP,♷","PP, ♷, ",-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,-1
4000400008633,"Kunststoff,Karton,01 PET","PET, ",-1,21,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4000400009012,05 PP,"PP, ",-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4000400009456,"05 PP,Kunststoff,♷","PP, ♷, ",-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,-1,-1,-1,-1,-1
4000400070708,"Polypropylen,05 PP,♷","PP, ♷, ",-1,-1,-1,-1,-1,-1,-1,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19,-1,-1,-1,-1,-1
4000417012005,"♷,05-PP,Kunststoff","PP, ",-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1
4000417014009,05 PP,"PP, ",-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4000417015006,"Kunststoff,05 PP,♷","PP, ♷, ",-1,-1,-1,-1,-1,-1,-1,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,-1,-1,-1,-1,-1
4000417016003,"Kunststoff,05 PP,♷","PP, ♷, ",-1,-1,-1,-1,-1,-1,-1,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,-1,-1,-1,-1,-1
4000417017000,"05 PP,Kunststoff,♷","PP, ♷, ",-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,-1,-1,-1,-1,-1
4000417019004,"Plastique,05 PP,♷","PP, ♷, ",-1,-1,-1,-1,-1,-1,-1,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,-1,-1,-1,-1,-1
4000417023001,"05 PP,Kunststoff,♷","PP, ♷, ",-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,-1,-1,-1,-1,-1
4000417025005,"05 PP,♷,Kunststoff","PP, ♷, ",-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,-1
4000417027009,"Sachet,♷","♷, ",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,-1,-1,-1,-1,-1
4000417050601,05 PP,"PP, ",-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4000417050809,"Sahet,Plastique,05,PP,♷","PP, ♷, ",-1,-1,-1,-1,-1,-1,-1,19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22,-1,-1,-1,-1,-1
4000417067203,"05 PP,♷,Kunststoff","PP, ♷, ",-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,-1
4000417080202,"Karton,05 PP,♷","PP, ♷, ",-1,-1,-1,-1,-1,-1,-1,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,-1,-1,-1,-1,-1
4000417080608,"5 PP,Kunststoff","PP, ",-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4000417210005,"05 PP,Knick-Pack,♷","PP, ♷, ",-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,-1,-1,-1,-1,-1
4000417213006,"05 PP,♷","PP, ♷, ",-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,-1
4000417218001,"Kunststoff,05 PP,♷","PP, ♷, ",-1,-1,-1,-1,-1,-1,-1,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,-1,-1,-1,-1,-1
